chr	start	end	strand	Gene_symbol
chr2	128432194	128432743	-	LIMS2
chr2	128458844	128459937	+	SFT2D3
chr2	128568321	128569064	-	WDR33
chr2	128615479	128616004	-	POLR2D
chr2	128642787	128644407	-	AMMECR1L
chr2	128784499	128786247	-	SAP130
chr2	128848663	128849210	+	UGGT1
chr2	129075197	129077639	-	HS6ST1
chr2	130691702	130692102	-	LOC389033
chr2	130737205	130737718	+	RAB6C
chr2	130902120	130902704	-	CCDC74B
chr2	130938840	130940428	+	MZT2B
chr2	130955619	130956274	-	TUBA3E
chr2	131099469	131100863	+	IMP4
chr2	131113090	131114277	+	PTPN18
chr2	131185233	131185588	-	FAR2P2
chr2	131328276	131329020	+	LOC646743
chr2	131513363	131514183	+	AMER3
chr2	131673686	131674150	+	ARHGEF4
chr2	131850472	131851362	-	FAM168B
chr2	131862756	131863444	+	PLEKHB2
chr2	132121263	132121762	-	WTH3DI
chr2	132202265	132203257	-	NOC2LP2
chr2	132233606	132234085	+	TUBA3D
chr2	132249335	132250975	+	LOC150776
chr2	132285408	132285992	+	CCDC74A
chr2	132558959	132559614	-	C2orf27B
chr2	133013777	133015740	-	ANKRD30BL
chr2	133110316	133111319	+	FAM201B
chr2	133173532	133174369	+	GPR39
chr2	133426652	133428870	-	LYPD1
chr2	134023947	134024467	+	LOC101928161
chr2	135475698	135476993	-	TMEM163
chr2	135675772	135677088	+	CCNT2
chr2	136288970	136289715	+	R3HDM1
chr2	136499145	136500144	+	UBXN4
chr2	136633363	136634229	-	MCM6
chr2	136742687	136743595	+	DARS-AS1
chr2	136874086	136875780	-	CXCR4
chr2	137522460	137523696	+	THSD7B
chr2	139259033	139259912	+	SPOPL
chr2	139537692	139538650	-	NXPH2
chr2	142887724	142888553	-	LRP1B
chr2	144694666	144695180	+	LOC101928386
chr2	145089453	145090397	-	GTDC1
chr2	147344801	147345379	+	PABPC1P2
chr2	148601280	148602859	+	ACVR2A
chr2	148778222	148778530	+	MBD5
chr2	149401671	149403498	+	EPC2
chr2	149632682	149633882	+	KIF5C
chr2	149895022	149895808	+	LYPD6B
chr2	150186463	150187492	+	LYPD6
chr2	152117883	152118479	-	RBM43
chr2	152145869	152146319	-	NMI
chr2	152266271	152267286	+	RIF1
chr2	152684475	152685131	-	ARL5A
chr2	152954633	152955784	-	CACNB4
chr2	153031933	153032895	-	STAM2
chr2	153191492	153192974	+	FMNL2
chr2	153573743	153575553	+	ARL6IP6
chr2	154334449	154335458	-	RPRM
chr2	154727906	154728271	+	GALNT13
chr2	155554005	155556069	+	KCNJ3
chr2	157189057	157191437	-	NR4A2
chr2	157292102	157292646	+	GPD2
chr2	158453799	158454111	-	ACVR1C
chr2	158484858	158485695	-	ACVR1C
chr2	159313172	159313416	+	PKP4
chr2	159824854	159826401	+	TANC1
chr2	160142607	160143567	-	WDSUB1
chr2	160472088	160472736	+	LOC643072
chr2	160568776	160569679	+	MARCH7
chr2	160654229	160654631	-	CD302
chr2	160760604	160761452	-	LY75
chr2	160918674	160919177	-	PLA2R1
chr2	161263871	161264460	-	MIR4785
chr2	161349223	161350371	-	RBMS1
chr2	162016883	162017331	+	TANK
chr2	162101439	162101650	+	LOC100996579
chr2	162164675	162165248	+	PSMD14
chr2	162273294	162273725	+	TBR1
chr2	162930233	162930879	-	DPP4
chr2	163200575	163201025	+	GCA
chr2	164592917	164593511	-	FIGN
chr2	165477562	165478342	-	GRB14
chr2	165697470	165698893	+	LOC101929633
chr2	166649909	166650966	-	GALNT3
chr2	166809970	166810826	-	TTC21B
chr2	167232388	167232711	-	SCN9A
chr2	169102950	169104454	-	STK39
chr2	169312417	169313622	+	CERS6
chr2	169746719	169747005	-	SPC25
chr2	170218314	170219203	-	LRP2
chr2	170335881	170336456	+	BBS5
chr2	170440796	170441341	+	PPIG
chr2	170550783	170551371	+	PHOSPHO2
chr2	170590189	170590899	+	KLHL23
chr2	170655289	170655757	+	SSB
chr2	170681219	170681587	-	METTL5
chr2	170683860	170684629	+	UBR3
chr2	171569877	171573904	+	SP5
chr2	171627225	171628062	+	ERICH2
chr2	171672310	171675447	+	GAD1
chr2	171785474	171786399	+	GORASP2
chr2	172016538	172017028	-	TLK1
chr2	172290364	172291201	+	DCAF17
chr2	172378822	172380189	+	CYBRD1
chr2	172543901	172544690	+	DYNC1I2
chr2	172750718	172751020	-	SLC25A12
chr2	172778733	172779299	+	HAT1
chr2	172864613	172865064	+	METAP1D
chr2	172949242	172950126	+	DLX1
chr2	172964762	172967857	+	DLX2-AS1
chr2	173292099	173293183	+	ITGA6
chr2	173420200	173421443	+	PDK1
chr2	173600281	173600970	+	RAPGEF4
chr2	173940414	173941271	+	ZAK
chr2	174219533	174220368	+	CDCA7
chr2	174828330	174830617	-	SP3
chr2	175112926	175113743	-	OLA1
chr2	175190866	175192123	+	LINC01305
chr2	175199463	175202639	+	SP9
chr2	175351364	175352154	-	GPR155
chr2	175546862	175547880	-	WIPF1
chr2	175869574	175870289	-	CHN1
chr2	176032385	176033275	-	ATF2
chr2	176045969	176046504	-	ATP5G3
chr2	176866693	176867188	-	KIAA1715
chr2	176944087	176948446	-	EVX2
chr2	176956504	176956707	+	HOXD13
chr2	176964062	176965509	+	HOXD12
chr2	176971706	176972305	+	HOXD11
chr2	176980765	176981423	+	HOXD10
chr2	176986424	176988291	+	HOXD9
chr2	176993479	176995557	+	HOXD8
chr2	177001221	177001783	-	HOXD-AS2
chr2	177014948	177015214	+	HOXD4
chr2	177027617	177028014	+	HOXD3
chr2	177042751	177043444	+	HAGLROS
chr2	177052957	177054350	+	HOXD1
chr2	177134138	177134531	+	MTX2
chr2	177502240	177502910	+	LINC01117
chr2	178077185	178078215	+	HNRNPA3
chr2	178128273	178129847	-	NFE2L2
chr2	178257227	178257892	+	AGPS
chr2	178417295	178417961	-	TTC30B
chr2	178483233	178483783	-	TTC30A
chr2	178937595	178937907	-	PDE11A
chr2	178977078	178977828	+	RBM45
chr2	179058611	179060144	+	OSBPL6
chr2	179278327	179278669	+	LOC101927027
chr2	179315214	179316573	+	DFNB59
chr2	179343255	179343500	-	FKBP7
chr2	179344852	179345483	+	PLEKHA3
chr2	180128618	180129663	-	SESTD1
chr2	180725717	180726465	-	ZNF385B
chr2	180871627	180871874	-	CWC22
chr2	181844791	181845514	+	UBE2E3
chr2	182321761	182323029	+	ITGA4
chr2	182521221	182521927	-	CERKL
chr2	182756428	182757519	+	SSFA2
chr2	183580693	183581202	+	DNAJC10
chr2	183730808	183731357	-	FRZB
chr2	183902402	183903625	-	NCKAP1
chr2	185463208	185463589	+	ZNF804A
chr2	186603392	186603910	+	FSIP2
chr2	187350497	187351609	+	ZC3H15
chr2	187454399	187455349	+	ITGAV
chr2	187558794	187559012	+	FAM171B
chr2	187713846	187714069	-	ZSWIM2
chr2	189156416	189157719	+	GULP1
chr2	190306157	190306433	+	WDR75
chr2	190445459	190445983	-	SLC40A1
chr2	190526058	190526419	+	ASNSD1
chr2	190648566	190649484	+	PMS1
chr2	191044979	191045829	+	C2orf88
chr2	191184323	191184767	-	HIBCH
chr2	191208306	191209000	+	INPP1
chr2	191272484	191273671	+	MFSD6
chr2	191399089	191399742	-	NEMP2
chr2	191512946	191514439	+	NAB1
chr2	191745286	191746599	+	GLS
chr2	191878608	191879253	-	STAT1
chr2	192109828	192110940	+	MYO1B
chr2	192542573	192543329	+	NABP1
chr2	193058995	193060812	-	TMEFF2
chr2	196521555	196522950	+	SLC39A10
chr2	196933310	196933665	-	DNAH7
chr2	197035589	197036383	-	STK17B
chr2	197457392	197458522	-	HECW2
chr2	197504191	197504558	+	CCDC150
chr2	197664212	197664572	-	GTF3C3
chr2	197791390	197791599	-	PGAP1
chr2	198174658	198175535	-	ANKRD44
chr2	198299244	198299972	-	SF3B1
chr2	198317967	198318631	+	COQ10B
chr2	198363689	198365405	+	HSPE1
chr2	198380423	198381301	+	MOB4
chr2	198569911	198570948	+	MARS2
chr2	198649751	198651599	-	BOLL
chr2	198669079	198670154	+	PLCL1
chr2	200320502	200329681	-	SATB2
chr2	200333687	200334172	+	SATB2-AS1
chr2	200335497	200336413	-	SATB2
chr2	200715388	200716067	-	FTCDNL1
chr2	200775746	200776548	+	C2orf69
chr2	200820053	200820716	+	C2orf47
chr2	201171200	201172492	+	SPATS2L
chr2	201374435	201374968	-	KCTD18
chr2	201390685	201391217	+	SGOL2
chr2	201450526	201451027	+	AOX1
chr2	201675989	201677306	+	BZW1
chr2	201728892	201729577	-	CLK1
chr2	201828015	201828514	-	ORC2
chr2	201936024	201936376	+	NDUFB3
chr2	201981062	201981689	+	CFLAR
chr2	201983198	201983709	+	CFLAR
chr2	202315853	202317008	+	STRADB
chr2	202483584	202483957	-	ALS2CR11
chr2	202507139	202508270	-	TMEM237
chr2	202645387	202646155	-	ALS2
chr2	202897386	202901046	+	FZD7
chr2	203102615	203103328	-	SUMO1
chr2	203130313	203130760	+	NOP58
chr2	203239865	203242418	+	BMPR2
chr2	203499508	203500697	+	FAM117B
chr2	203735925	203736883	-	ICA1L
chr2	203776859	203777522	+	CARF
chr2	203879249	203879891	+	NBEAL1
chr2	204103464	204104172	+	CYP20A1
chr2	204192655	204193740	+	ABI2
chr2	204399490	204400179	-	RAPH1
chr2	205409939	205410910	+	PARD3B
chr2	206546603	206547566	+	NRP2
chr2	206949712	206950613	-	INO80D
chr2	207023910	207024981	+	EEF1B2
chr2	207139336	207140031	+	ZDBF2
chr2	207308266	207308907	+	ADAM23
chr2	207506774	207507422	+	LOC200726
chr2	207629878	207630160	+	FASTKD2
chr2	208030852	208031477	+	MIR7845
chr2	208393955	208395024	+	CREB1
chr2	208489428	208491030	-	METTL21A
chr2	208576001	208577106	+	CCNYL1
chr2	208631558	208634934	-	FZD5
chr2	208890181	208890394	-	PLEKHM3
chr2	208988834	208989269	-	CRYGD
chr2	209119881	209120309	+	IDH1-AS1
chr2	209130748	209131065	+	PIKFYVE
chr2	209224972	209225308	+	PTH2R
chr2	209271337	209271987	+	PTH2R
chr2	210288413	210288798	+	MAP2
chr2	210636344	210636935	+	UNC80
chr2	210867172	210867705	+	RPE
chr2	211035478	211036637	-	KANSL1L
chr2	211089413	211090176	-	ACADL
chr2	211341181	211341536	+	CPS1
chr2	213402180	213403867	-	ERBB4
chr2	214016357	214017105	-	IKZF2
chr2	214148957	214149426	+	SPAG16
chr2	215673995	215675052	+	LOC101928103
chr2	216176549	216177132	+	ATIC
chr2	216300267	216300997	-	FN1
chr2	216877899	216878352	-	MREG
chr2	216946324	216946734	+	TMEM169
chr2	216973805	216974264	+	XRCC5
chr2	217236025	217237129	-	MARCH4
chr2	217277037	217277557	+	SMARCAL1
chr2	217363524	217363826	+	RPL37A
chr2	217497811	217498847	+	IGFBP2
chr2	217559039	217559484	-	IGFBP5
chr2	218621279	218621498	-	DIRC3
chr2	218898490	218898835	+	RUFY4
chr2	219081653	219082032	+	ARPC2
chr2	219134787	219135393	+	PNKD
chr2	219156977	219157380	-	TMBIM1
chr2	219187653	219188251	+	PNKD
chr2	219232375	219232892	-	CATIP-AS1
chr2	219263098	219265556	+	CTDSP1
chr2	219432767	219434061	+	RQCD1
chr2	219523901	219524577	+	BCS1L
chr2	219536410	219536813	+	STK36
chr2	219575448	219576080	+	TTLL4
chr2	219646432	219647181	+	CYP27A1
chr2	219723702	219725010	+	WNT6
chr2	219744986	219745780	+	WNT10A
chr2	219824151	219825864	+	CDK5R2
chr2	219848919	219850541	-	FEV
chr2	219857682	219858917	-	CRYBA2
chr2	219866131	219868054	+	LOC100129175
chr2	219906107	219906328	-	CFAP65
chr2	219922154	219923130	-	MIR3131
chr2	219924819	219926130	-	IHH
chr2	220024750	220025510	-	NHEJ1
chr2	220041129	220043410	+	FAM134A
chr2	220071305	220071759	+	ZFAND2B
chr2	220082991	220084012	-	ABCB6
chr2	220093972	220094697	+	ANKZF1
chr2	220107844	220108348	-	GLB1L
chr2	220109984	220110488	+	STK16
chr2	220117937	220119334	+	TUBA4B
chr2	220143879	220144633	+	DNAJB2
chr2	220159438	220159977	-	MIR153-1
chr2	220173021	220173271	-	PTPRN
chr2	220173870	220174283	-	PTPRN
chr2	220252008	220252638	-	DNPEP
chr2	220283200	220283750	+	DES
chr2	220299483	220300243	+	SPEG
chr2	220361462	220363254	+	GMPPA
chr2	220377743	220377946	+	ASIC4
chr2	220406363	220406840	-	CHPF
chr2	220407698	220409048	+	TMEM198
chr2	220434859	220436179	+	INHA
chr2	220462307	220462944	+	STK11IP
chr2	220492105	220492748	+	SLC4A3
chr2	222436034	222438941	-	EPHA4
chr2	223161531	223161919	+	CCDC140
chr2	223162946	223163912	-	PAX3
chr2	223288922	223290013	+	SGPP2
chr2	223520516	223520893	-	FARSB
chr2	223536122	223536565	+	MOGAT1
chr2	223725558	223726423	+	ACSL3
chr2	223917576	223918037	+	KCNE4
chr2	224701962	224702790	-	AP1S3
chr2	224808923	224810219	-	WDFY1
chr2	224821928	224822575	+	MRPL44
chr2	224903221	224904735	-	SERPINE2
chr2	225449256	225450488	-	CUL3
chr2	225906653	225907464	-	DOCK10
chr2	227662082	227664912	-	IRS1
chr2	227700313	227701115	+	RHBDD1
chr2	228028679	228029733	+	COL4A3
chr2	228189836	228190501	+	MFF
chr2	228336752	228337875	+	AGFG1
chr2	228582485	228582821	-	SLC19A3
chr2	228736230	228736544	+	DAW1
chr2	229045957	229046553	-	SPHKAP
chr2	230135708	230136004	-	PID1
chr2	230578062	230579981	-	DNER
chr2	230785912	230787665	+	FBXO36
chr2	230932468	230933550	-	SLC16A14
chr2	231577309	231578504	+	CAB39
chr2	231729631	231730821	+	ITM2C
chr2	231902026	231903122	+	C2orf72
chr2	231921413	231921972	+	PSMD1
chr2	232063173	232063616	+	ARMC9
chr2	232260100	232261134	+	B3GNT7
chr2	232328445	232330149	-	NCL
chr2	232378948	232379666	-	LINC00471
chr2	232394763	232395337	-	NMUR1
chr2	232571137	232575833	+	PTMA
chr2	232645313	232646505	+	COPS7B
chr2	232650898	232651431	+	COPS7B
chr2	232789995	232791286	-	NPPC
chr2	232826077	232826836	+	DIS3L2
chr2	233251361	233253414	-	ECEL1P2
chr2	233272404	233272700	+	ALPPL2
chr2	233350278	233352974	-	ECEL1
chr2	233415005	233415811	+	EIF4E2
chr2	233470646	233471077	+	EFHD1
chr2	233497826	233499727	+	EFHD1
chr2	233562005	233562547	+	GIGYF2
chr2	233791783	233793922	-	NGEF
chr2	233925091	233925318	+	INPP5D
chr2	234160100	234160735	+	ATG16L1
chr2	234475061	234475626	-	USP40
chr2	234652246	234652720	-	DNAJB3
chr2	234663595	234664071	-	LOC100286922
chr2	234762496	234763579	-	HJURP
chr2	234776882	234777098	-	MSL3P1
chr2	235404502	235406541	-	ARL4C
chr2	235860117	235861716	+	SH3BP4
chr2	236401799	236403946	+	AGAP1
chr2	237071794	237078762	-	GBX2
chr2	237416090	237416382	-	IQCA1
chr2	237994004	237994876	+	COPS8
chr2	238395061	238396241	+	MLPH
chr2	238535561	238536840	+	LRRFIP1
chr2	238599857	238601430	+	LRRFIP1
chr2	238707008	238708021	+	RBM44
chr2	238768073	238768831	+	RAMP1
chr2	238875131	238876327	+	UBE2F
chr2	238969080	238969919	+	SCLY
chr2	239009072	239009361	+	ESPNL
chr2	239048071	239048454	+	KLHL30
chr2	239067512	239068028	+	FAM132B
chr2	239111681	239112519	-	ILKAP
chr2	239140096	239140659	+	LOC643387
chr2	239147592	239149900	-	HES6
chr2	239196923	239197900	-	PER2
chr2	239228874	239229436	+	TRAF3IP1
chr2	239335160	239336263	+	ASB1
chr2	239755096	239758310	+	TWIST2
chr2	240007630	240008322	-	MIR4441
chr2	240321777	240323919	-	HDAC4
chr2	240964645	240965271	-	NDUFA10
chr2	240981401	240981865	-	PRR21
chr2	241075403	241075916	-	MYEOV2
chr2	241374410	241376320	+	GPC1
chr2	241395248	241395802	+	MIR149
chr2	241496576	241497600	-	ANKMY1
chr2	241499582	241500785	+	DUSP28
chr2	241507463	241507669	+	RNPEPL1
chr2	241525622	241526835	+	CAPN10
chr2	241758141	241760783	-	KIF1A
chr2	241905704	241905911	-	LOC200772
chr2	241937716	241938468	+	SNED1
chr2	242041543	242042026	-	MTERF4
chr2	242088415	242090330	+	PPP1R7
chr2	242211289	242212308	-	HDLBP
chr2	242254299	242256026	+	SEPT2
chr2	242295397	242296201	+	FARP2
chr2	242447017	242448558	-	STK25
chr2	242498013	242499274	+	BOK
chr2	242575706	242577492	+	ATG4B
chr2	242625961	242626720	-	DTYMK
chr2	242640843	242642456	+	ING5
chr2	242673653	242675106	+	D2HGDH
chr2	242823446	242823970	+	LINC01237
chr2	243030300	243031562	+	LOC728323
chr20	271055	271437	-	C20orf96
chr20	277831	279155	+	ZCCHC3
chr20	304826	308323	+	SOX12
chr20	327376	328977	+	NRSN2
chr20	361489	362805	+	TRIB3
chr20	388472	389342	+	RBCK1
chr20	442530	443365	-	TBC1D20
chr20	524204	524503	-	CSNK2A1
chr20	590222	591222	-	TCF15
chr20	633541	634330	-	SRXN1
chr20	655880	656604	-	SCRT2
chr20	814120	814755	+	FAM110A
chr20	821674	822500	+	FAM110A
chr20	825267	826276	+	FAM110A
chr20	982652	983252	-	RSPO4
chr20	1099078	1099561	+	PSMF1
chr20	1165365	1166332	-	TMEM74B
chr20	1206679	1207119	+	RAD21L1
chr20	1246693	1247485	+	SNPH
chr20	1293681	1294328	-	SDCBP2
chr20	1305899	1306554	+	SDCBP2-AS1
chr20	1373259	1373917	-	FKBP1A-SDCBP2
chr20	1446936	1447729	-	NSFL1C
chr20	1874933	1875718	+	SIRPA
chr20	1927718	1928118	+	LOC727993
chr20	2082284	2084070	+	STK35
chr20	2187532	2188576	+	LOC388780
chr20	2451075	2451572	-	SNRPB
chr20	2489190	2489644	-	ZNF343
chr20	2505159	2505979	-	ZNF343
chr20	2632678	2633690	+	MIR1292
chr20	2644561	2644901	-	IDH3B
chr20	2672904	2674698	+	EBF4
chr20	2780978	2781497	-	CPXM1
chr20	2820509	2821911	+	VPS16
chr20	2852899	2854635	+	PTPRA
chr20	3026277	3027468	+	MRPS26
chr20	3052097	3053103	+	OXT
chr20	3140295	3140570	-	UBOX5
chr20	3153637	3155011	-	LZTS3
chr20	3184874	3185385	-	DDRGK1
chr20	3190011	3190562	+	ITPA
chr20	3218578	3220930	-	SLC4A11
chr20	3387965	3388901	-	C20orf194
chr20	3451291	3452231	+	ATRN
chr20	3662310	3663187	-	ADAM33
chr20	3713159	3713515	+	HSPA12B
chr20	3748053	3749407	-	C20orf27
chr20	3766343	3767636	+	CDC25B
chr20	3776198	3776419	+	CDC25B
chr20	3800761	3801546	+	AP5S1
chr20	3827225	3828031	+	MAVS
chr20	3869453	3870570	+	PANK2
chr20	3995573	3996405	-	RNF24
chr20	4129482	4130412	+	SMOX
chr20	4228532	4230496	-	ADRA1D
chr20	4666827	4667874	+	PRNP
chr20	4803013	4804146	-	RASSF2
chr20	5093360	5094145	-	TMEM230
chr20	5099993	5100866	+	PCNA-AS1
chr20	5107202	5108086	+	CDS2
chr20	5591490	5591875	-	GPCPD1
chr20	5891878	5892417	+	CHGB
chr20	5930962	5931623	+	MCM8
chr20	5986399	5987297	+	CRLS1
chr20	6103436	6103970	-	FERMT1
chr20	6748052	6749546	+	BMP2
chr20	7999789	8000499	-	TMX4
chr20	8112884	8113592	+	PLCB1
chr20	9048958	9050018	+	PLCB4
chr20	9495253	9495597	+	LAMP5
chr20	9819271	9819861	-	PAK7
chr20	10015610	10015914	+	ANKEF1
chr20	10198135	10198984	+	SNAP25
chr20	10200088	10200384	-	SNAP25-AS1
chr20	10414276	10414993	+	SLX4IP
chr20	10652573	10655611	-	JAG1
chr20	11871374	11872207	+	BTBD3
chr20	13200670	13202616	+	ISM1
chr20	13619285	13619770	-	TASP1
chr20	13765166	13765909	+	NDUFAF5
chr20	13975768	13976287	+	MACROD2
chr20	16553836	16554260	-	KIF16B
chr20	16710507	16711115	+	SNRPB2
chr20	17206528	17206952	+	PCSK2
chr20	17511478	17512209	-	BFSP1
chr20	17549628	17550051	+	DSTN
chr20	17661521	17663456	-	RRBP1
chr20	17948755	17949921	+	MGME1
chr20	18036864	18038633	-	OVOL2
chr20	18039532	18039928	-	OVOL2
chr20	18117962	18118989	+	PET117
chr20	18268544	18269405	+	ZNF133
chr20	18447429	18448341	+	POLR3F
chr20	18477659	18477892	-	RBBP9
chr20	18488084	18488804	+	SEC23B
chr20	18547890	18548298	+	LINC00493
chr20	18568436	18569092	+	DTD1
chr20	19192459	19193902	+	SLC24A3
chr20	19997704	19998559	+	NAA20
chr20	20032740	20033471	+	CFAP61
chr20	20344400	20350605	+	INSM1
chr20	20692747	20693786	-	RALGAPA2
chr20	21106648	21106967	+	KIZ
chr20	21283636	21284446	+	XRN2
chr20	21376358	21378245	-	NKX2-4
chr20	21485932	21496714	-	NKX2-2
chr20	21683744	21684420	-	LOC101929608
chr20	21686199	21687689	+	PAX1
chr20	22557517	22559240	-	LINC00261
chr20	22562736	22566104	-	FOXA2
chr20	23015716	23016879	+	SSTR4
chr20	23028403	23032218	-	THBD
chr20	23330636	23332046	+	NXT1
chr20	23338410	23339078	-	LINC01431
chr20	23342145	23343406	+	GZF1
chr20	23401108	23402294	-	NAPB
chr20	23617906	23618639	-	CST3
chr20	23969149	23969433	-	GGTLC1
chr20	24449844	24452037	+	SYNDIG1
chr20	24972665	24973700	-	APMAP
chr20	25037707	25039211	-	ACSS1
chr20	25061761	25062928	-	VSX1
chr20	25128764	25129610	-	LOC284798
chr20	25176027	25176620	+	ENTPD6
chr20	25228300	25229402	+	PYGB
chr20	25370335	25371823	-	ABHD12
chr20	25388232	25388642	+	GINS1
chr20	25565437	25566547	-	NINL
chr20	25603815	25605187	+	ZNF337-AS1
chr20	25676700	25677784	-	ZNF337
chr20	25990391	25990741	+	LOC100134868
chr20	26188638	26190348	-	MIR663A
chr20	29611520	29612357	+	FRG1BP
chr20	30062969	30063281	+	REM1
chr20	30102057	30102856	+	HM13
chr20	30160786	30161107	-	HM13-AS1
chr20	30192006	30192273	+	ID1
chr20	30192854	30194025	+	MIR3193
chr20	30225572	30225852	+	COX4I2
chr20	30310503	30310707	-	BCL2L1
chr20	30311065	30311872	-	BCL2L1
chr20	30326913	30327430	+	TPX2
chr20	30432900	30433242	-	FOXS1
chr20	30457907	30458712	+	TTLL9
chr20	30539523	30539959	-	PDRG1
chr20	30555901	30556502	+	XKR7
chr20	30639908	30640786	+	HCK
chr20	30777756	30778329	-	TSPY26P
chr20	30795282	30795841	+	POFUT1
chr20	30865547	30865791	+	KIF3B
chr20	30945647	30947033	+	ASXL1
chr20	31070189	31072676	-	NOL4L
chr20	31170740	31173640	-	NOL4L
chr20	31330957	31331410	-	COMMD7
chr20	31350149	31351263	+	DNMT3B
chr20	31407531	31408124	+	MAPRE1
chr20	31989144	31989418	-	CDK5RAP1
chr20	32031042	32031964	-	SNTA1
chr20	32077657	32078469	+	CBFA2T2
chr20	32254811	32255989	+	ACTL10
chr20	32261944	32262410	-	NECAB3
chr20	32273557	32274505	-	E2F1
chr20	32307817	32308120	-	PXMP4
chr20	32319505	32320554	+	ZNF341
chr20	32399262	32399550	+	CHMP4B
chr20	32580799	32582502	+	RALY
chr20	32699257	32700281	-	EIF2S2
chr20	32890559	32891378	-	AHCY
chr20	32950984	32951969	+	ITCH
chr20	33104112	33104543	+	DYNLRB1
chr20	33146135	33147318	+	MAP1LC3A
chr20	33264666	33265193	-	PIGU
chr20	33291815	33292568	+	TP53INP2
chr20	33412857	33413602	-	NCOA6
chr20	33460430	33460866	-	GGT7
chr20	33464156	33464645	+	ACSS2
chr20	33543082	33543846	+	MYH7B
chr20	33680055	33680334	-	TRPC4AP
chr20	33734567	33735280	-	EDEM2
chr20	33814545	33815131	+	MMP24
chr20	33865333	33865563	-	MMP24-AS1
chr20	33871956	33872739	+	FAM83C-AS1
chr20	33879904	33880215	-	FAM83C
chr20	34042854	34043585	+	CEP250
chr20	34129537	34130038	+	ERGIC3
chr20	34203678	34204301	+	SPAG4
chr20	34252556	34252927	-	CPNE1
chr20	34286821	34287701	+	ROMO1
chr20	34329490	34330563	-	RBM39
chr20	34359673	34360250	+	PHF20
chr20	34541602	34543012	-	SCAND1
chr20	34638249	34638983	-	NORAD
chr20	34680003	34681001	+	EPB41L1
chr20	34824287	34824622	+	AAR2
chr20	34893891	34895214	+	DLGAP4
chr20	35089448	35089998	+	DLGAP4
chr20	35169189	35169540	+	MYL9
chr20	35201323	35203490	+	TGIF2
chr20	35233829	35234782	+	C20orf24
chr20	35374110	35374654	-	NDRG3
chr20	35401825	35402457	-	DSN1
chr20	35491001	35492805	-	SOGA1
chr20	35579337	35580451	-	SAMHD1
chr20	35724039	35724644	-	RBL1
chr20	35807409	35808043	+	RPN2
chr20	35917988	35918261	+	MANBAL
chr20	35974177	35974913	+	SRC
chr20	36148603	36150136	+	NNAT
chr20	36156022	36156669	-	BLCAP
chr20	36322168	36322586	+	CTNNBL1
chr20	36531143	36532133	+	VSTM2L
chr20	36661834	36662495	+	RPRD1B
chr20	36793549	36793867	-	TGM2
chr20	36888891	36889442	+	LOC149684
chr20	37063525	37064106	-	SNORA71D
chr20	37075227	37075854	+	SNORA71E
chr20	37101171	37101742	+	RALGAPB
chr20	37230523	37230742	+	ARHGAP40
chr20	37352130	37357372	+	SLC32A1
chr20	37376621	37377430	+	ACTR5
chr20	37434206	37435592	+	PPP1R16B
chr20	37554754	37555835	+	FAM83D
chr20	37590617	37591184	+	DHX35
chr20	39316550	39319987	-	MAFB
chr20	39657061	39658412	+	TOP1
chr20	39765229	39766832	+	PLCG1
chr20	39968607	39968860	+	LPIN3
chr20	39994545	39995810	-	EMILIN3
chr20	40246345	40247841	-	CHD6
chr20	41817475	41819212	-	PTPRT
chr20	42085948	42087322	+	SRSF6
chr20	42135793	42137062	+	L3MBTL1
chr20	42143210	42143591	+	L3MBTL1
chr20	42219516	42219988	+	IFT52
chr20	42295399	42296320	+	MYBL2
chr20	42543097	42545137	+	TOX2
chr20	42839134	42839883	+	OSER1-AS1
chr20	42875764	42876184	+	GDAP1L1
chr20	42939450	42940043	-	FITM2
chr20	43104406	43104654	+	TTPAL
chr20	43150299	43150779	-	SERINC3
chr20	43160339	43160817	+	PKIG
chr20	43280061	43280727	-	ADA
chr20	43374349	43374890	+	KCNK15
chr20	43438737	43439546	-	RIMS4
chr20	43514595	43514885	+	YWHAB
chr20	43538616	43539060	+	PABPC1L
chr20	43588720	43589230	-	TOMM34
chr20	43594894	43595244	+	STK4
chr20	43729515	43729791	-	KCNS1
chr20	43935199	43935633	+	RBPJL
chr20	43976533	43977242	-	SDC4
chr20	43991615	43992376	+	SYS1
chr20	44034458	44035954	+	DBNDD2
chr20	44044652	44045147	+	PIGT
chr20	44098280	44099536	+	WFDC2
chr20	44420497	44420868	+	DNTTIP1
chr20	44440946	44441655	+	UBE2C
chr20	44462383	44463169	+	SNX21
chr20	44518897	44520361	+	CTSA
chr20	44539729	44540099	-	PLTP
chr20	44562892	44564220	+	PCIF1
chr20	44599805	44601207	-	ZNF335
chr20	44651066	44651369	+	SLC12A5
